transaction_id,transaction_date,posting_date,gl_account,cost_centre,department,vendor_id,transaction_type,debit_amount,credit_amount,currency,exchange_rate,reference_number,description,status,created_by,approved_by,erp_batch_id
TXN000577,2023-05-26,2023-05-28,3000,CC002,IT,VND0045,Payment,574.46,0.0,GBP,1.0,REF00000577,Payment for Rent - Finance,Posted,USER001,USER029,BATCH0026
TXN000578,2023-09-21,2023-09-22,1200,CC004,Operations,VND0012,Invoice,0.0,1282.16,GBP,1.0,REF00000578,Payment for Other Income - Legal,Posted,USER020,,BATCH0001
TXN000579,2023-12-06,2023-12-08,1000,CC003,HR,VND0014,Credit Note,43.91,0.0,GBP,1.0,REF00000579,Payment for COGS - Procurement,Posted,USER013,USER027,BATCH0028
TXN000580,2023-11-21,2023-11-21,4300,CC004,Procurement,VND0022,Debit Note,0.0,2243.14,USD,1.2978,REF00000580,Payment for Marketing - Legal,Posted,USER001,USER029,BATCH0004
TXN000581,2023-11-14,2023-11-15,4200,CC003,IT,VND0023,Invoice,670.31,0.0,GBP,1.0,REF00000581,Payment for Revenue - HR,Posted,USER001,USER024,BATCH0005
TXN000582,2023-06-21,2023-06-23,4600,CC007,Sales,VND0001,Debit Note,0.0,216.39,GBP,1.0,REF00000582,Payment for Accounts Receivable - Finance,Posted,USER008,USER022,BATCH0018
TXN000583,2023-02-17,2023-02-18,4200,CC004,Operations,VND0010,Credit Note,0.0,1042.29,GBP,1.0,REF00000583,Payment for COGS - Sales,Posted,USER011,USER025,BATCH0035
TXN000584,2023-05-01,2023-05-03,1100,CC005,Finance,VND0005,Payment,12161.61,0.0,GBP,1.0,REF00000584,Payment for Inventory - IT,Posted,USER014,USER021,BATCH0035
TXN000585,2023-12-11,2023-12-14,1200,CC001,Procurement,VND0029,Credit Note,0.0,529.96,GBP,1.0,REF00000585,Payment for Utilities - Operations,Posted,USER005,USER029,BATCH0027
TXN000586,2023-06-08,2023-06-10,1100,CC004,Legal,VND0002,Credit Note,0.0,585.42,USD,0.8955,REF00000586,Payment for Salaries - HR,Posted,USER009,,BATCH0002
TXN000587,2023-04-26,2023-04-28,1000,CC005,Procurement,VND0037,Debit Note,202.54,0.0,GBP,1.0,REF00000587,Payment for Rent - Procurement,Posted,USER008,USER024,BATCH0033
TXN000588,2023-04-12,2023-04-14,4500,CC001,Operations,VND0049,Invoice,112.76,0.0,EUR,1.2467,REF00000588,Payment for Utilities - Operations,Posted,USER019,USER021,BATCH0047
TXN000589,2023-03-17,2023-03-19,4000,CC006,Legal,VND0022,Payment,1401.79,0.0,EUR,0.7835,REF00000589,Payment for Accrued Liabilities - IT,Posted,USER011,USER024,BATCH0050
TXN000590,2023-01-13,2023-01-16,1000,CC007,Sales,VND0004,Debit Note,111.71,0.0,GBP,1.0,REF00000590,Payment for Accrued Liabilities - Finance,Posted,USER018,USER023,BATCH0041
TXN000591,2023-01-24,2023-01-24,3000,CC007,IT,VND0013,Credit Note,449.15,0.0,GBP,1.0,REF00000591,Payment for Marketing - HR,Posted,USER015,USER026,BATCH0020
TXN000592,2023-05-06,2023-05-09,4300,CC006,Legal,VND0009,Journal Entry,197.06,0.0,GBP,1.0,REF00000592,Payment for Cash - IT,Posted,USER007,USER027,BATCH0050
TXN000593,2023-09-01,2023-09-01,1100,CC004,IT,VND0016,Journal Entry,0.0,827.55,GBP,1.0,REF00000593,Payment for Cash - Operations,Posted,USER019,,BATCH0039
TXN000594,2023-11-09,2023-11-09,2000,CC001,Procurement,VND0032,Credit Note,665.47,0.0,EUR,0.8327,REF00000594,Payment for Accrued Liabilities - Legal,Reversed,USER012,USER028,BATCH0043
TXN000595,2023-02-07,2023-02-10,1200,CC007,Sales,VND0005,Credit Note,0.0,1912.77,GBP,1.0,REF00000595,Payment for Rent - Finance,Pending,USER019,,BATCH0004
TXN000596,2023-08-22,2023-08-23,4200,CC001,IT,VND0024,Journal Entry,0.0,187.72,GBP,1.0,REF00000596,Payment for Cash - IT,Posted,USER005,USER027,BATCH0032
TXN000597,2023-08-01,2023-08-01,4500,CC004,IT,VND0041,Credit Note,269.13,0.0,GBP,1.0,REF00000597,Payment for Accrued Liabilities - Finance,Posted,USER007,USER021,BATCH0038
TXN000598,2023-11-19,2023-11-22,2100,CC006,Procurement,VND0030,Debit Note,92.93,0.0,EUR,1.3272,REF00000598,Payment for Other Income - HR,Posted,USER005,USER021,BATCH0014
TXN000599,2023-10-22,2023-10-24,2000,CC007,IT,VND0032,Payment,207.17,0.0,GBP,1.0,REF00000599,Payment for Utilities - Legal,Posted,USER007,USER030,BATCH0035
TXN000600,2023-04-10,2023-04-13,2000,CC001,HR,VND0017,Credit Note,0.0,710.49,GBP,1.0,REF00000600,Payment for Cash - Finance,Posted,USER010,USER026,BATCH0043
TXN000601,2023-12-23,2023-12-23,4100,CC005,Operations,VND0013,Payment,0.0,1255.74,USD,1.1724,REF00000601,Payment for Accrued Liabilities - Operations,Posted,USER006,USER030,BATCH0036
TXN000602,2023-07-16,2023-07-17,1100,CC006,Operations,VND0006,Invoice,101.16,0.0,USD,0.9765,REF00000602,Payment for Revenue - HR,Posted,USER004,USER029,BATCH0019
TXN000603,2023-09-11,2023-09-12,4400,CC003,Procurement,VND0012,Debit Note,0.0,1486.84,GBP,1.0,REF00000603,Payment for Marketing - Legal,Posted,USER001,USER023,BATCH0050
TXN000604,2023-07-24,2023-07-25,1000,CC001,HR,VND0018,Payment,3082.38,0.0,USD,0.7658,REF00000604,Payment for Salaries - Sales,Posted,USER018,USER023,BATCH0008
TXN000605,2023-05-05,2023-05-07,4200,CC003,IT,VND0003,Invoice,750.06,0.0,USD,1.3289,REF00000605,Payment for Marketing - Procurement,Posted,USER020,USER030,BATCH0016
TXN000606,2023-03-17,2023-03-20,4500,CC006,HR,VND0017,Payment,6735.81,0.0,GBP,1.0,REF00000606,Payment for Inventory - Finance,Posted,USER002,USER029,BATCH0025
TXN000607,2023-12-02,2023-12-05,2100,CC004,Sales,VND0040,Debit Note,0.0,126.38,GBP,1.0,REF00000607,Payment for IT Expenses - HR,Pending,USER005,USER027,BATCH0036
TXN000608,2023-12-19,2023-12-20,3100,CC004,Finance,VND0048,Debit Note,62.37,0.0,GBP,1.0,REF00000608,Payment for Inventory - Sales,Posted,USER018,USER024,BATCH0047
TXN000609,2023-01-03,2023-01-05,4600,CC004,Operations,VND0039,Journal Entry,0.0,27.99,GBP,1.0,REF00000609,Payment for Accounts Payable - IT,Posted,USER012,USER025,BATCH0022
TXN000610,2023-02-24,2023-02-25,4000,CC006,HR,VND0031,Payment,0.0,3804.98,GBP,1.0,REF00000610,Payment for Rent - Finance,Posted,USER003,USER026,BATCH0012
TXN000611,2023-08-06,2023-08-06,2000,CC003,Sales,VND0039,Payment,1076.58,0.0,GBP,1.0,REF00000611,Payment for Accrued Liabilities - Operations,Posted,USER011,USER027,BATCH0035
TXN000612,2023-04-23,2023-04-26,3100,CC007,Procurement,VND0032,Invoice,371.16,0.0,GBP,1.0,REF00000612,Payment for Cash - IT,Posted,USER011,USER025,BATCH0042
TXN000613,2023-04-01,2023-04-03,4600,CC006,Operations,VND0029,Journal Entry,613.97,0.0,GBP,1.0,REF00000613,Payment for Revenue - Operations,Posted,USER008,USER028,BATCH0013
TXN000614,2023-12-23,2023-12-24,4200,CC003,Procurement,VND0005,Invoice,74.57,0.0,EUR,0.973,REF00000614,Payment for Marketing - Sales,Posted,USER007,USER029,BATCH0001
TXN000615,2023-09-23,2023-09-25,1200,CC001,HR,VND0004,Payment,15813.64,0.0,GBP,1.0,REF00000615,Payment for Utilities - IT,Posted,USER007,USER024,BATCH0044
TXN000616,2023-08-26,2023-08-26,4100,CC007,Finance,VND0002,Payment,0.0,489.72,GBP,1.0,REF00000616,Payment for Other Income - IT,Reversed,USER010,USER021,BATCH0028
TXN000617,2023-01-26,2023-01-26,4100,CC006,Operations,VND0016,Debit Note,475.37,0.0,GBP,1.0,REF00000617,Payment for Accounts Receivable - HR,Posted,USER006,USER022,BATCH0006
TXN000618,2023-10-13,2023-10-16,4100,CC006,Operations,VND0043,Credit Note,1198.29,0.0,GBP,1.0,REF00000618,Payment for Accrued Liabilities - Procurement,Pending,USER014,USER024,BATCH0022
TXN000619,2023-05-08,2023-05-10,4000,CC004,Sales,VND0004,Invoice,830.07,0.0,USD,1.1708,REF00000619,Payment for Accrued Liabilities - Operations,Pending,USER009,USER030,BATCH0042
TXN000620,2023-03-04,2023-03-05,4000,CC001,IT,VND0007,Payment,0.0,564.44,GBP,1.0,REF00000620,Payment for Rent - IT,Reversed,USER008,USER025,BATCH0016
TXN000621,2023-08-22,2023-08-23,4100,CC004,IT,VND0046,Credit Note,123.26,0.0,USD,1.1476,REF00000621,Payment for Utilities - HR,Posted,USER007,USER024,BATCH0031
TXN000622,2023-03-10,2023-03-11,2100,CC002,IT,VND0023,Journal Entry,818.28,0.0,USD,0.7943,REF00000622,Payment for Marketing - Procurement,Posted,USER012,USER025,BATCH0002
TXN000623,2023-08-26,2023-08-29,2100,CC001,Procurement,VND0016,Credit Note,0.0,6788.85,EUR,1.2525,REF00000623,Payment for Inventory - Sales,Posted,USER001,USER021,BATCH0007
TXN000624,2023-12-08,2023-12-08,4000,CC007,Finance,VND0032,Invoice,3035.5,0.0,GBP,1.0,REF00000624,Payment for Marketing - Operations,Pending,USER005,USER024,BATCH0009
TXN000625,2023-09-29,2023-09-30,4400,CC006,Operations,VND0004,Journal Entry,0.0,4401.85,GBP,1.0,REF00000625,Payment for Accrued Liabilities - Operations,Posted,USER015,USER025,BATCH0048
TXN000626,2023-10-14,2023-10-17,3100,CC005,Finance,VND0034,Debit Note,187.39,0.0,USD,1.2723,REF00000626,Payment for Other Income - Procurement,Posted,USER004,USER021,BATCH0047
TXN000627,2023-11-01,2023-11-04,3000,CC003,Operations,VND0028,Journal Entry,91.43,0.0,GBP,1.0,REF00000627,Payment for Accounts Payable - HR,Posted,USER013,USER024,BATCH0017
TXN000628,2023-06-12,2023-06-15,2000,CC001,Sales,VND0015,Invoice,0.0,334.06,GBP,1.0,REF00000628,Payment for Accrued Liabilities - Finance,Posted,USER001,USER026,BATCH0011
TXN000629,2023-08-15,2023-08-18,2100,CC004,Procurement,VND0020,Payment,438.6,0.0,GBP,1.0,REF00000629,Payment for Accrued Liabilities - Procurement,Pending,USER015,USER027,BATCH0043
TXN000630,2023-11-10,2023-11-13,1000,CC006,Operations,VND0005,Journal Entry,2082.42,0.0,USD,0.7681,REF00000630,Payment for Utilities - IT,Posted,USER007,USER028,BATCH0019
TXN000631,2023-09-16,2023-09-19,4400,CC002,Sales,VND0038,Debit Note,0.0,31.86,USD,0.9691,REF00000631,Payment for Salaries - Operations,Posted,USER013,USER030,BATCH0043
TXN000632,2023-08-07,2023-08-07,4400,CC001,Legal,VND0012,Journal Entry,0.0,4001.1,USD,0.7974,REF00000632,Payment for Other Income - Legal,Pending,USER002,USER028,BATCH0017
TXN000633,2023-10-08,2023-10-08,2100,CC002,IT,VND0030,Credit Note,0.0,318.3,GBP,1.0,REF00000633,Payment for Travel - IT,Posted,USER015,USER030,BATCH0027
TXN000634,2023-08-17,2023-08-18,3100,CC007,Finance,VND0033,Invoice,212.66,0.0,GBP,1.0,REF00000634,Payment for Accounts Receivable - Operations,Posted,USER015,USER024,BATCH0011
TXN000635,2023-03-23,2023-03-25,1000,CC001,Legal,VND0001,Debit Note,88.4,0.0,GBP,1.0,REF00000635,Payment for Salaries - IT,Posted,USER013,,BATCH0028
TXN000636,2023-09-01,2023-09-01,4500,CC001,Finance,VND0020,Credit Note,33.71,0.0,GBP,1.0,REF00000636,Payment for IT Expenses - HR,Posted,USER007,USER021,BATCH0014
TXN000637,2023-08-19,2023-08-21,4600,CC002,Procurement,VND0040,Invoice,1386.8,0.0,GBP,1.0,REF00000637,Payment for Salaries - Sales,Posted,USER007,USER030,BATCH0047
TXN000638,2023-05-13,2023-05-14,3100,CC005,Legal,VND0044,Journal Entry,0.0,450.33,GBP,1.0,REF00000638,Payment for IT Expenses - HR,Posted,USER013,,BATCH0011
TXN000639,2023-05-07,2023-05-07,1000,CC002,Legal,VND0031,Invoice,0.0,58.27,GBP,1.0,REF00000639,Payment for COGS - HR,Posted,USER019,,BATCH0024
TXN000640,2023-11-23,2023-11-23,3100,CC004,HR,VND0017,Invoice,57.82,0.0,USD,0.7962,REF00000640,Payment for Other Income - IT,Posted,USER004,USER021,BATCH0007
TXN000641,2023-05-22,2023-05-23,2100,CC006,HR,VND0047,Invoice,243.79,0.0,GBP,1.0,REF00000641,Payment for Other Income - IT,Reversed,USER003,USER027,BATCH0049
TXN000642,2023-09-24,2023-09-25,2000,CC002,Procurement,VND0040,Credit Note,4932.16,0.0,GBP,1.0,REF00000642,Payment for COGS - Finance,Posted,USER006,USER023,BATCH0019
TXN000643,2023-09-06,2023-09-08,1000,CC005,Finance,VND0023,Invoice,0.0,273.31,GBP,1.0,REF00000643,Payment for Salaries - Finance,Posted,USER017,,BATCH0020
TXN000644,2023-11-17,2023-11-19,3000,CC004,Legal,VND0017,Journal Entry,0.0,42.32,USD,1.0915,REF00000644,Payment for Marketing - IT,Posted,USER019,USER024,BATCH0035
TXN000645,2023-05-03,2023-05-04,3000,CC006,Sales,VND0010,Payment,0.0,279.05,GBP,1.0,REF00000645,Payment for Accounts Receivable - Legal,Posted,USER017,USER026,BATCH0045
TXN000646,2023-05-21,2023-05-21,4000,CC007,Finance,VND0006,Payment,0.0,267.98,USD,1.2382,REF00000646,Payment for Inventory - Procurement,Posted,USER004,,BATCH0036
TXN000647,2023-08-14,2023-08-17,3000,CC003,Finance,VND0030,Payment,10.0,0.0,GBP,1.0,REF00000647,Payment for Accrued Liabilities - Legal,Posted,USER006,USER021,BATCH0041
TXN000648,2023-02-09,2023-02-11,1200,CC001,Sales,VND0004,Debit Note,0.0,371.87,EUR,0.8398,REF00000648,Payment for Accounts Payable - Procurement,Posted,USER007,USER021,BATCH0005
TXN000649,2023-05-27,2023-05-28,4300,CC002,Legal,VND0040,Payment,285.32,0.0,EUR,0.8595,REF00000649,Payment for Salaries - HR,Pending,USER004,USER025,BATCH0005
TXN000650,2023-05-01,2023-05-01,3000,CC007,IT,VND0010,Invoice,0.0,1146.32,GBP,1.0,REF00000650,Payment for Inventory - Procurement,Posted,USER016,USER028,BATCH0010
TXN000651,2023-05-20,2023-05-20,3000,CC002,Sales,VND0029,Payment,0.0,6460.32,GBP,1.0,REF00000651,Payment for Salaries - Procurement,Pending,USER020,USER024,BATCH0008
TXN000652,2023-06-21,2023-06-23,2000,CC004,Legal,VND0032,Debit Note,0.0,2186.04,GBP,1.0,REF00000652,Payment for Accrued Liabilities - Finance,Posted,USER012,USER021,BATCH0001
TXN000653,2023-06-13,2023-06-15,3000,CC007,Legal,VND0013,Payment,0.0,269.53,GBP,1.0,REF00000653,Payment for Marketing - Legal,Pending,USER011,USER028,BATCH0016
TXN000654,2023-10-04,2023-10-07,2000,CC006,Operations,VND0022,Invoice,0.0,76.72,EUR,1.1961,REF00000654,Payment for Other Income - Operations,Posted,USER014,USER022,BATCH0005
TXN000655,2023-02-11,2023-02-13,4300,CC002,Legal,VND0037,Debit Note,0.0,19149.65,USD,1.1989,REF00000655,Payment for Other Income - Sales,Posted,USER007,,BATCH0050
TXN000656,2023-03-12,2023-03-15,4500,CC004,Operations,VND0023,Invoice,0.0,440.9,USD,1.1691,REF00000656,Payment for Cash - IT,Posted,USER007,USER030,BATCH0050
TXN000657,2023-03-19,2023-03-20,4400,CC005,Finance,VND0013,Journal Entry,411.95,0.0,GBP,1.0,REF00000657,Payment for Marketing - Legal,Posted,USER003,USER025,BATCH0049
TXN000658,2023-04-29,2023-05-01,4200,CC002,Sales,VND0040,Payment,0.0,389.09,GBP,1.0,REF00000658,Payment for Travel - Procurement,Posted,USER017,USER030,BATCH0018
TXN000659,2023-07-16,2023-07-19,2000,CC006,HR,VND0004,Debit Note,0.0,543.01,GBP,1.0,REF00000659,Payment for COGS - Legal,Posted,USER012,USER023,BATCH0012
TXN000660,2023-12-22,2023-12-24,4300,CC003,Procurement,VND0016,Credit Note,324.88,0.0,EUR,0.9297,REF00000660,Payment for Cash - Finance,Posted,USER016,USER027,BATCH0008
TXN000661,2023-03-20,2023-03-21,4400,CC005,HR,VND0022,Credit Note,0.0,170.63,GBP,1.0,REF00000661,Payment for Cash - HR,Posted,USER009,USER021,BATCH0049
TXN000662,2023-12-28,2023-12-29,3000,CC006,Sales,VND0048,Journal Entry,177.63,0.0,GBP,1.0,REF00000662,Payment for Travel - Sales,Posted,USER017,,BATCH0029
TXN000663,2023-04-20,2023-04-23,4400,CC001,Operations,VND0038,Debit Note,384.09,0.0,USD,0.9969,REF00000663,Payment for Accounts Receivable - HR,Posted,USER004,USER028,BATCH0022
TXN000664,2023-02-02,2023-02-02,1200,CC002,HR,VND0016,Credit Note,178.55,0.0,EUR,0.9524,REF00000664,Payment for Rent - Finance,Posted,USER015,USER021,BATCH0008
TXN000665,2023-08-01,2023-08-02,2100,CC003,Operations,VND0045,Journal Entry,0.0,138.48,GBP,1.0,REF00000665,Payment for Travel - HR,Posted,USER001,USER021,BATCH0033
TXN000666,2023-07-28,2023-07-29,4100,CC003,Operations,VND0039,Debit Note,473.26,0.0,USD,1.2188,REF00000666,Payment for Rent - IT,Posted,USER001,USER025,BATCH0050
TXN000667,2023-06-19,2023-06-20,4100,CC006,Legal,VND0008,Invoice,0.0,275.21,GBP,1.0,REF00000667,Payment for IT Expenses - HR,Posted,USER013,USER028,BATCH0050
TXN000668,2023-10-05,2023-10-06,2000,CC006,IT,VND0016,Debit Note,0.0,3850.62,EUR,1.1671,REF00000668,Payment for Travel - Finance,Posted,USER014,USER025,BATCH0035
TXN000669,2023-08-27,2023-08-27,4100,CC004,Operations,VND0018,Payment,0.0,10.0,GBP,1.0,REF00000669,Payment for Accounts Receivable - Sales,Posted,USER013,,BATCH0030
TXN000670,2023-08-01,2023-08-02,1200,CC003,Procurement,VND0019,Payment,2074.05,0.0,GBP,1.0,REF00000670,Payment for Rent - Sales,Posted,USER004,USER024,BATCH0033
TXN000671,2023-02-01,2023-02-01,1000,CC005,IT,VND0001,Journal Entry,2615.28,0.0,EUR,0.9221,REF00000671,Payment for Salaries - Sales,Posted,USER012,USER028,BATCH0008
TXN000672,2023-04-16,2023-04-18,1000,CC004,HR,VND0030,Debit Note,0.0,17.99,GBP,1.0,REF00000672,Payment for IT Expenses - Finance,Posted,USER012,USER021,BATCH0031
TXN000673,2023-08-04,2023-08-04,4000,CC002,Legal,VND0034,Credit Note,0.0,241.28,GBP,1.0,REF00000673,Payment for IT Expenses - Operations,Posted,USER010,USER027,BATCH0043
TXN000674,2023-07-19,2023-07-22,1200,CC007,HR,VND0003,Credit Note,0.0,231.1,GBP,1.0,REF00000674,Payment for Salaries - Operations,Posted,USER003,USER028,BATCH0040
TXN000675,2023-10-27,2023-10-29,1100,CC001,HR,VND0026,Debit Note,48.85,0.0,GBP,1.0,REF00000675,Payment for Salaries - Sales,Posted,USER014,USER021,BATCH0018
TXN000676,2023-12-23,2023-12-23,2000,CC007,Procurement,VND0042,Credit Note,0.0,125.62,GBP,1.0,REF00000676,Payment for COGS - Operations,Posted,USER010,USER022,BATCH0006
TXN000677,2023-01-11,2023-01-11,4300,CC004,Legal,VND0043,Invoice,0.0,76.26,GBP,1.0,REF00000677,Payment for Accounts Payable - Sales,Posted,USER008,USER028,BATCH0023
TXN000678,2023-10-22,2023-10-22,4300,CC005,Legal,VND0022,Invoice,5588.16,0.0,GBP,1.0,REF00000678,Payment for Utilities - Legal,Posted,USER003,USER029,BATCH0006
TXN000679,2023-07-14,2023-07-14,2000,CC007,Legal,VND0010,Credit Note,0.0,1641.75,EUR,0.8435,REF00000679,Payment for Inventory - HR,Posted,USER013,USER026,BATCH0023
TXN000680,2023-09-02,2023-09-02,1200,CC005,HR,VND0011,Invoice,2717.13,0.0,GBP,1.0,REF00000680,Payment for Utilities - HR,Posted,USER016,USER029,BATCH0012
TXN000681,2023-01-04,2023-01-04,3100,CC001,Sales,VND0046,Invoice,0.0,1190.95,GBP,1.0,REF00000681,Payment for IT Expenses - Finance,Posted,USER001,USER026,BATCH0025
TXN000682,2023-06-30,2023-07-03,2100,CC007,Sales,VND0040,Payment,74.17,0.0,EUR,1.2787,REF00000682,Payment for Marketing - IT,Reversed,USER009,USER030,BATCH0013
TXN000683,2023-06-02,2023-06-05,2100,CC005,Finance,VND0018,Journal Entry,0.0,183.68,USD,0.7693,REF00000683,Payment for Rent - Sales,Posted,USER011,USER028,BATCH0035
TXN000684,2023-07-19,2023-07-22,4400,CC007,Legal,VND0034,Invoice,840.55,0.0,GBP,1.0,REF00000684,Payment for Accounts Payable - Finance,Posted,USER002,USER025,BATCH0017
TXN000685,2023-08-03,2023-08-03,4600,CC004,Procurement,VND0035,Journal Entry,64.51,0.0,USD,1.2007,REF00000685,Payment for Accounts Receivable - Finance,Posted,USER005,USER028,BATCH0047
TXN000686,2023-10-03,2023-10-05,3100,CC007,Sales,VND0050,Debit Note,0.0,1175.56,GBP,1.0,REF00000686,Payment for Inventory - Procurement,Posted,USER008,USER027,BATCH0002
TXN000687,2023-10-07,2023-10-10,4400,CC007,Procurement,VND0030,Journal Entry,0.0,281.33,GBP,1.0,REF00000687,Payment for Accounts Receivable - Procurement,Posted,USER006,USER027,BATCH0040
TXN000688,2023-11-05,2023-11-06,2100,CC003,Legal,VND0017,Payment,229.93,0.0,USD,1.052,REF00000688,Payment for Accounts Receivable - Operations,Posted,USER019,,BATCH0050
TXN000689,2023-04-23,2023-04-24,4400,CC002,Procurement,VND0029,Journal Entry,0.0,1171.97,GBP,1.0,REF00000689,Payment for Accounts Payable - Finance,Posted,USER001,USER023,BATCH0006
TXN000690,2023-09-07,2023-09-07,4600,CC001,Sales,VND0049,Journal Entry,0.0,785.56,GBP,1.0,REF00000690,Payment for COGS - Finance,Posted,USER005,USER026,BATCH0005
TXN000691,2023-04-23,2023-04-25,1000,CC005,Operations,VND0031,Invoice,0.0,234.76,USD,0.7565,REF00000691,Payment for Travel - Procurement,Posted,USER017,USER028,BATCH0011
TXN000692,2023-05-20,2023-05-23,4300,CC003,IT,VND0021,Debit Note,0.0,2296.16,GBP,1.0,REF00000692,Payment for COGS - IT,Pending,USER005,USER023,BATCH0010
TXN000693,2023-08-12,2023-08-12,1000,CC006,HR,VND0009,Journal Entry,79.71,0.0,GBP,1.0,REF00000693,Payment for Cash - Finance,Posted,USER005,USER026,BATCH0022
TXN000694,2023-09-06,2023-09-08,3100,CC006,Legal,VND0023,Credit Note,1016.28,0.0,GBP,1.0,REF00000694,Payment for Accrued Liabilities - IT,Posted,USER016,USER023,BATCH0011
TXN000695,2023-01-15,2023-01-16,1200,CC006,HR,VND0040,Payment,982.06,0.0,GBP,1.0,REF00000695,Payment for COGS - Operations,Posted,USER002,USER029,BATCH0034
TXN000696,2023-07-19,2023-07-22,4400,CC005,Sales,VND0003,Credit Note,253.58,0.0,USD,1.2496,REF00000696,Payment for Travel - Operations,Posted,USER002,USER023,BATCH0045
TXN000697,2023-06-22,2023-06-22,4400,CC002,Finance,VND0011,Debit Note,658.0,0.0,GBP,1.0,REF00000697,Payment for Travel - Legal,Posted,USER020,USER030,BATCH0035
TXN000698,2023-12-09,2023-12-09,4400,CC003,Legal,VND0001,Debit Note,61.76,0.0,USD,1.1579,REF00000698,Payment for Salaries - HR,Posted,USER007,USER024,BATCH0013
TXN000699,2023-12-14,2023-12-16,1100,CC005,Legal,VND0012,Debit Note,0.0,1613.31,GBP,1.0,REF00000699,Payment for Travel - Procurement,Posted,USER010,USER027,BATCH0031
TXN000700,2023-07-27,2023-07-27,4300,CC002,HR,VND0012,Payment,305.71,0.0,GBP,1.0,REF00000700,Payment for Utilities - IT,Posted,USER012,,BATCH0049
TXN000701,2023-03-26,2023-03-26,2000,CC004,Legal,VND0032,Debit Note,184.18,0.0,GBP,1.0,REF00000701,Payment for Travel - Sales,Posted,USER020,USER022,BATCH0041
TXN000702,2023-08-28,2023-08-31,4300,CC005,HR,VND0012,Debit Note,1945.97,0.0,GBP,1.0,REF00000702,Payment for Rent - Finance,Posted,USER014,USER029,BATCH0023
TXN000703,2023-03-07,2023-03-08,3100,CC006,Legal,VND0037,Credit Note,140.26,0.0,GBP,1.0,REF00000703,Payment for Other Income - Operations,Pending,USER006,,BATCH0002
TXN000704,2023-11-15,2023-11-16,4300,CC001,Operations,VND0048,Payment,0.0,48.78,GBP,1.0,REF00000704,Payment for Utilities - Finance,Posted,USER014,USER021,BATCH0022
TXN000705,2023-10-01,2023-10-03,1000,CC001,Finance,VND0017,Invoice,39.06,0.0,USD,1.2756,REF00000705,Payment for Inventory - Operations,Posted,USER006,USER029,BATCH0025
TXN000706,2023-01-14,2023-01-15,3100,CC001,Sales,VND0038,Invoice,0.0,1001.26,GBP,1.0,REF00000706,Payment for Travel - Sales,Posted,USER006,USER023,BATCH0049
TXN000707,2023-07-21,2023-07-23,4300,CC004,Operations,VND0011,Journal Entry,0.0,59.11,GBP,1.0,REF00000707,Payment for Utilities - Operations,Posted,USER017,USER026,BATCH0028
TXN000708,2023-10-31,2023-11-03,4000,CC002,Operations,VND0010,Debit Note,0.0,5609.36,EUR,1.0825,REF00000708,Payment for Inventory - Procurement,Posted,USER005,USER026,BATCH0007
TXN000709,2023-10-16,2023-10-18,4600,CC002,Legal,VND0050,Invoice,0.0,17.76,GBP,1.0,REF00000709,Payment for IT Expenses - Sales,Posted,USER006,USER026,BATCH0033
TXN000710,2023-12-06,2023-12-07,3100,CC002,Legal,VND0019,Invoice,0.0,5139.36,GBP,1.0,REF00000710,Payment for Salaries - Operations,Posted,USER012,USER027,BATCH0050
TXN000711,2023-01-14,2023-01-14,4200,CC001,Procurement,VND0004,Journal Entry,553.65,0.0,GBP,1.0,REF00000711,Payment for COGS - IT,Posted,USER004,USER027,BATCH0026
TXN000712,2023-02-12,2023-02-15,2100,CC001,Legal,VND0002,Credit Note,348.95,0.0,GBP,1.0,REF00000712,Payment for Accrued Liabilities - HR,Posted,USER006,USER026,BATCH0014
TXN000713,2023-11-26,2023-11-27,2100,CC007,Sales,VND0006,Credit Note,0.0,178.15,GBP,1.0,REF00000713,Payment for Utilities - Finance,Posted,USER001,USER022,BATCH0011
TXN000714,2023-08-08,2023-08-11,4100,CC005,HR,VND0015,Debit Note,0.0,734.14,GBP,1.0,REF00000714,Payment for Rent - IT,Posted,USER016,USER028,BATCH0013
TXN000715,2023-03-11,2023-03-13,1000,CC006,Finance,VND0010,Debit Note,0.0,381.29,GBP,1.0,REF00000715,Payment for Revenue - Sales,Posted,USER007,USER024,BATCH0040
TXN000716,2023-08-25,2023-08-26,4600,CC007,Legal,VND0030,Credit Note,0.0,2111.08,GBP,1.0,REF00000716,Payment for Accrued Liabilities - IT,Posted,USER010,USER029,BATCH0041
TXN000717,2023-04-04,2023-04-04,4000,CC005,Sales,VND0039,Credit Note,478.83,0.0,GBP,1.0,REF00000717,Payment for Other Income - Sales,Posted,USER013,USER028,BATCH0031
TXN000718,2023-01-26,2023-01-26,2000,CC005,Legal,VND0003,Journal Entry,505.45,0.0,GBP,1.0,REF00000718,Payment for Marketing - Finance,Posted,USER012,USER022,BATCH0050
TXN000719,2023-05-14,2023-05-14,4100,CC001,IT,VND0002,Credit Note,233.83,0.0,GBP,1.0,REF00000719,Payment for COGS - IT,Posted,USER009,USER025,BATCH0038
TXN000720,2023-07-14,2023-07-14,1200,CC006,HR,VND0010,Credit Note,370.4,0.0,EUR,1.2477,REF00000720,Payment for Travel - IT,Posted,USER020,USER027,BATCH0048
